,Job Title,Company,Location,Salary,Job Description,Post Date,Extract Date
683,Software Developers,BroadPeak Partners,"Temporarily Remote in New York, NY 10016",Estimated $112K - $141K a year,"Solid understanding of multi-threading concepts and server side programming.
Rather, we require well-rounded individuals who can architect technical solutions,…",Posted30+ days ago,2022-05-05
684,"Engineer, DevOps",Kinship,"New York, NY (Astoria area)+1 location",Estimated $131K - $165K a year,"Background in sound agile software development principles.
Work with engineers to automate deployments and their configuration across multiple platforms.",Posted30+ days ago,2022-05-05
685,Principal Software Engineer - Hopper Cloud (Remote),Hopper,"Remote in New York, NY",N/A,"Well-funded and proven startup with large ambitions, competitive salary and stock options.
A love of learning and teaching.",Posted30+ days ago,2022-05-05
686,Software Engineer II,BazaarVoice,"New York, NY+1 location",Estimated $112K - $141K a year,"Understanding of Agile or Kanban / Lean software development methodologies.
As a Software Engineer on the Social Plus team, you will play a role in delivering…",Posted30+ days ago,2022-05-05
687,Senior Software Engineer - Opportunity for Working Remotely...,VMware,"Remote in New York, NY+15 locations",N/A,"Rethink's Neurodiversity program to support parents raising children with learning or behavior challenges, or developmental disabilities.",Posted30+ days ago,2022-05-05
688,Software Test Engineer,Qrypt,"New York, NY 10007 (Financial District area)",Estimated $86.2K - $109K a year,"You will work closely with project managers, software engineers, and other test engineers to assess risk and assist in the deployment of robust software.",EmployerActive 3 days ago,2022-05-05
689,Senior & Mid – Level JAVA DEVELOPERS,Malektron Solutions,New York State,Estimated $110K - $139K a year,Education requirements*: Bachelor’s degree and 3-5 years of experience or Masters in Computer Science and 2-4 years of experience.,Posted30+ days ago,2022-05-05
690,new,Saks.com,"New York, NY 10001 (Chelsea area)",Estimated $128K - $163K a year,"5+ years of experience as a software developer or a machine learning engineer.
Preferred: Desire to learn and work with machine learning.",Posted2 days ago,2022-05-05
691,QA (Mobile Application),Globalsoft1,"New York, NY 10169 (Midtown area)",Estimated $82.3K - $104K a year,"Should have an overall experience of 2 yrs+ working in mobile and web applications testing projects.
Preferred platforms Android/iPhone/BB.",Posted30+ days ago,2022-05-05
692,"(Remote) Software Developer, Marketing Website",Hopper,"Remote in New York, NY",N/A,"As part of the Growth team, you’ll collaborate with a team of talented engineers, product managers, and marketers to deliver world class UI/UX web experiences,…",Posted14 days ago,2022-05-05
693,Full Stack Software Engineer - Core Ads,Twitter,"New York, NY",Estimated $136K - $173K a year,"We serve both external professionals on Twitter and internal product teams.
2+ years of experience for SWE II, 6+ years for Sr SWE roles.",Posted15 days ago,2022-05-05
694,Webmaster,Rochester City School District,"Rochester, NY 14614 (Central Business District area)",N/A,"Designs and organizes content to meet agency communication, goals, needs, and standards;
If you are appointed you will be required to have a valid license to…",Posted30+ days ago,2022-05-05
695,Ubuntu on WSL Software Engineer,Canonical - Jobs,"Remote in New York, NY+47 locations",Estimated $90.6K - $115K a year,"1+ years of experience as a software developer in a professional setting.
Help the Desktop Team to ensure that Ubuntu is released every 6 months on schedule.",Posted30+ days ago,2022-05-05
696,new,Thomson Reuters,"Remote in New York, NY 10036+1 location",N/A,"2-3 Years of Experience with object-oriented development experience, Java preferred.
Thomson Reuters Court Management Solutions is the leading provider of…",Posted8 days ago,2022-05-05
697,AngularJS Developer,Spruce Technology,"Remote in New York, NY+1 location",Estimated $111K - $141K a year,"Proficient with any wireframing tool such as Figma or Adobe XD or Invision.
Implement the approved wireframes using HTML, CSS and JavaScript.",Posted30+ days ago,2022-05-05
698,Senior Software Engineer - Feature Team (Xpanse),Palo Alto Networks,"New York, NY",Estimated $115K - $145K a year,"3 - 5+ years of building and delivering production quality software systems.
Contribute in all phases of the product development cycle: definition, design,…",Posted28 days ago,2022-05-05
699,Lead Java Engineer,WELLS FARGO BANK,"New York, NY+1 location",N/A,Make decisions in developing standard and companywide best practices for engineering and technology solutions requiring understanding of industry best practices…,Posted8 days ago,2022-05-05
700,"Software Engineer, Front-end Focused",EAB,"Remote in New York, NY 10001",Estimated $89.1K - $113K a year,Self-start and steward your implementations through the software development process ensuring you champion the standards of the UX team in every development…,Posted23 days ago,2022-05-05
701,Android Engineer,Aura,"Remote in New York, NY",N/A,"Take a detail-oriented approach to the user interface, including comfort digging into design files from Sketch or Figma.
Participate in code review on GitHub.",Posted30+ days ago,2022-05-05
702,new,Mandiant,"Remote in New York, NY 10018+2 locations",N/A,"Python fluency is very helpful, so is Java.
Our security portfolio protects customers across endpoints, infrastructure, applications, and in the cloud.",Posted1 day ago,2022-05-05
703,Software Engineer,My Aidin,"New York, NY",Estimated $97.4K - $123K a year,"Experience with front-end frameworks and server-side JavaScript is a plus.
Knowledge of object-oriented design (or functional programming) is also a huge plus.",Posted30+ days ago,2022-05-05
704,QA Software Engineering Tech Lead (Remote),Even Financial,"Remote in New York, NY",Estimated $105K - $132K a year,"Define and continuously improve quality metrics and standards, including testing frameworks, guidelines, technologies in use, and day to day work processes.",Posted30+ days ago,2022-05-05
705,Product Infrastructure Software Engineering Manager,Facebook App,"New York, NY+5 locations",N/A,8+ years of software engineering work experience including hands-on technical management building infrastructure core components to support Facebook products…,Posted30+ days ago,2022-05-05
706,new,Psychology Today,"Remote in Buffalo, NY",N/A,"4+ years experience in web development/software engineering.
Good understanding of and experience implementing server side rendering techniques.",Posted7 days ago,2022-05-05
707,Back-End Developer (Remote - USA),Fevo,"Remote in New York, NY",Estimated $124K - $157K a year,"Must have a good understanding of concurrent software challenges.
Making software in cross-functional teams with focus on clients and platform health.",Posted12 days ago,2022-05-05
708,Android Software Engineer,Facebook App,"New York, NY+2 locations",N/A,"5+ years of object-oriented software development experience.
Lead complex technical or product efforts involving many engineers.",Posted30+ days ago,2022-05-05
709,Perl developer - Contract (REMOTE),Broadridge,"Remote in Edgewood, NY+2 locations",N/A,"You will be responsible for entire software life cycle including Requirements, Design, Develop, implement and maintain of applications;",Posted13 days ago,2022-05-05
710,Senior Software Engineer- Quality,eBay Inc.,"New York, NY",N/A,"This position does require experience to do manual testing as wellParticipates in test design and test systems architecture discussions, proposes and discusses…",Posted16 days ago,2022-05-05
711,Software Developer- Microsoft .NET,CUNA Mutual Group,"New York, NY",N/A,"3 to 5 years recent work experience with demonstrated achievement and progressive responsibilities developing, testing, debugging and documenting complex…",Posted30+ days ago,2022-05-05
712,Software Development Engineer,CVS Health,"New York, NY",N/A,"CVS Health requires certain colleagues to be fully vaccinated against COVID-19 (including any booster shots if required), where allowable under the law, unless…",Posted13 days ago,2022-05-05
713,new,Apple,"New York, NY+5 locations",N/A,At least 5 years of professional software development experience in Java and/or C++ with strong understanding of Object oriented concepts and design.,Posted5 days ago,2022-05-05
714,03-12018 Programmer,OST,"Albany, NY",N/A,"5 years experience in performance tuning applications interacting with databases.
5 years of experience in IBM MQSeries.",Posted8 days ago,2022-05-05
715,Full-Stack Software Engineer,Accutar Biotechnology,"Brooklyn, NY 11226",Estimated $96.7K - $122K a year,The team is responsible for developing cloud infrastructure to empower our internal software and algorithms in the drug discovery field.,Posted30+ days ago,2022-05-05
716,ETL / MDM Software Engineer NY,Fitch Group,"New York, NY+1 location",Estimated $137K - $174K a year,"5-7 of years’ Experience in implementing data work flow and ETL/ELT for enterprise data platforms.
Hands on experience in writing complex SQL (may include…",Posted19 days ago,2022-05-05
717,Network Server Engineer,Jovia Financial Credit Union,"Westbury, NY 11590",Estimated $75.1K - $95.1K a year,"5 years of Windows Servers and CISCO switching/routing experience.
Competitive compensation with paid training.
Familiarity with SAN/NAS installations and.",Posted30+ days ago,2022-05-05
718,"Full Stack Software Engineer, Apple Media Products",Apple,"New York, NY+4 locations",N/A,"You will partner and collaborate with other stakeholder teams within Apple to push your architectural innovations out.
BS in CS or equivalent experience.",Posted30+ days ago,2022-05-05
719,new,Balyasny Asset Management,"New York, NY 10022 (Upper East Side area)+1 location",N/A,"Work closely with compliance, trading and technology teams to deliver cutting-edge innovative software solutions to businesses.
Deep expertise in C# required.",Posted1 day ago,2022-05-05
720,new,Macquarie Group Limited,"New York, NY",Estimated $114K - $145K a year,"Proven engineering skills with the ability to work in Python using AWS to build data pipelines and microservices.
Work type: Permanent - Full time.",Posted5 days ago,2022-05-05
721,new,Vicon Industries,"Hauppauge, NY 11788+1 location",Estimated $131K - $166K a year,"7+ years of software development experience, preferably building enterprise scale, cloud-native products and distributed architectures.",Posted5 days ago,2022-05-05
722,Industrial Software Engineer,GE Corporate,"Niskayuna, NY 12309",N/A,"You will collaborate with scientists/engineers, GE business units, government agencies and end-customers to devise software that meets program requirements.",Posted30+ days ago,2022-05-05
723,new,Psychology Today,"Remote in Buffalo, NY",N/A,"4+ years experience in web development/software engineering.
Good understanding of and experience implementing server side rendering techniques.",Posted7 days ago,2022-05-05
724,new,Epsilon,"Remote in New York, NY 10014",N/A,"Deliver cloud native, integrated and scalable machine learning and data solutions and services across our platforms using engineering and data science best…",Posted5 days ago,2022-05-05
725,new,Universal Instruments Corporation,"Conklin, NY 13748",Estimated $60.2K - $76.2K a year,"Ability to create and execute test procedures that ensure the software functions per as expected.
Adheres to Universal Quality System policies and procedures…",PostedJust posted,2022-05-05
726,Software Developer,Orphan Drug Solutions,"Farmingdale, NY 11735",Estimated $89.9K - $114K a year,"We are located in Farmingdale, New York (central Long Island), but often travel to meet with clients at their places of business to discuss project scope and…",Posted30+ days ago,2022-05-05
727,Software Engineer,Infor,"New York, NY 10011 (Chelsea area)",N/A,"Maintain existing Infor Nexus software products.
3+ years of software development experience.
We are looking for experienced software developers who can build…",Posted30+ days ago,2022-05-05
728,Cloud/DevOps Engineer,"Nomura Holdings, Inc.","New York, NY 10019 (Hell's Kitchen area)+1 location",Estimated $127K - $161K a year,"Mentor fellow engineers on technical issues, standards and procedures.
End-to-end understanding of systems development life cycle methodology.",Posted13 days ago,2022-05-05
729,Senior Software Engineer,MasterCard,"New York, NY 10011 (Flatiron area)+2 locations",N/A,Lead day to day system development and maintenance activities of the team to meet service level agreements (SLAs) and create solutions with high level of…,Posted28 days ago,2022-05-05
730,Sr Software Engineer I,Progyny,"New York, NY 10016 (Gramercy area)+1 location",Estimated $104K - $131K a year,"Minimum of 5 years' experience in advanced technologies, including a minimum of 3 years as a technical architect and 3 years with Python or similar language.",Posted28 days ago,2022-05-05
731,Ubuntu Desktop Software Engineer,Canonical - Jobs,"Remote in New York, NY",Estimated $111K - $140K a year,"Review code produced by other engineers.
You have a Bachelor's or equivalent in Computer Science, STEM or similar degree.",Posted30+ days ago,2022-05-05
732,Software Development Engineer II,Luma Financial Technologies,"New York, NY 10036 (Midtown area)",Estimated $124K - $157K a year,"Experience mentoring junior software engineers to improve their skills, and make them more effective software engineers.",Posted30+ days ago,2022-05-05
733,Backend Software Engineer - TikTok Content Growth,TikTok,"New York, NY 10017 (Midtown area)+1 location",Estimated $106K - $135K a year,"Collaborate with multiple cross-functional teams to define and deliver software in a dynamic environment.
We're seeking impact-driven engineers to join a cross…",Posted30+ days ago,2022-05-05
734,DevOps Engineer,MetTel,"New York, NY",Estimated $101K - $128K a year,"Thrive in a fast-paced, high pressure, start-up culture that expects great things every day.
This DevOps engineer will assume an invaluable role in ensuring the…",Posted30+ days ago,2022-05-05
735,Software Development Consultant,Voya Financial,"Remote in New York, NY 10169",N/A,"Design and build new software tools and systems in a private and public cloud setting.
Utilize and develop good software development practices.",Posted30+ days ago,2022-05-05
736,DevOps Engineer,Hum Capital,"New York, NY",Estimated $129K - $163K a year,"Knowledge of data oriented applications and tools.
You’ll help architect our system for cloud native environments while building tools to help our development…",Posted30+ days ago,2022-05-05
737,new,Paramount,"New York, NY 10036+2 locations",N/A,"Strong software development and technical architecture skills.
Strong knowledge of software quality practices and ability to learn & adopt emerging concepts.",PostedToday,2022-05-05
738,DevOps Engineer (NYC),Yieldstreet,"New York, NY 10022 (Midtown area)",Estimated $126K - $159K a year,"Work with software teams to determine the best infrastructure and middleware to use for their applications.
Competitive compensation packages including equity.",Posted30+ days ago,2022-05-05
739,Full Stack Developer,XSB,"Setauket, NY 11733",Estimated $80.9K - $102K a year,"Participate in the development, release, and maintenance of Web-based software applications.
XSB maintains a drug-free workplace and retains the right to…",Posted30+ days ago,2022-05-05
740,C# Developer,Computers & Structures,"New York, NY 10036 (Midtown area)",Estimated $139K - $176K a year,"We are pleased to offer an excellent salary package plus benefits including 401(k), health coverage, dental coverage, vision coverage, and more.",Posted30+ days ago,2022-05-05
741,C++ Software Engineer,Quantitative Brokers,"New York, NY",Estimated $115K - $145K a year,Our software engineers work side-by-side with quantitative researchers and product managers to implement market leading algorithms and strategies for futures…,Posted30+ days ago,2022-05-05
742,new,Central Hudson,"Poughkeepsie, NY",Estimated $88.8K - $112K a year,"In lieu of a Bachelor’s degree, an Associate’s degree and at least 5 years of software development experience.
Medical, Dental, and Vision insurance.",Posted6 days ago,2022-05-05
743,"Software Engineer, Integrations (Full Stack)",L I T,"Remote in New York, NY",Estimated $128K - $162K a year,"3+ years experience as a professional software engineer, preferably with some time spent in an integrations role.
Experience with domain and data modeling.",Posted14 days ago,2022-05-05
744,"Software Development Engineer, AWS Security","Amazon Dev Center U.S., Inc.","New York, NY+7 locations",N/A,"Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews…",Posted30+ days ago,2022-05-05
745,Mobile Engineer,TodayTix Group,"Hybrid remote in New York, NY+1 location",Estimated $109K - $138K a year,"You will work closely with our team of mobile engineers, product managers, QA engineers, and designers to build and maintain features for our Android and iOS…",Posted30+ days ago,2022-05-05
746,Web App Developer,LOCKHEED MARTIN CORPORATION,"Rochester, NY 14623",N/A,"Knowledge of the software development lifecycle including distributed version control, continuous integration and agile development techniques.",Posted30+ days ago,2022-05-05
747,Senior Automation Test Engineer,PointClickCare,"Remote in Rochester, NY 14623",N/A,You will analyze and decompose complex software systems and collaborate with other engineers to influence design and testability.,Posted30+ days ago,2022-05-05
748,Software Engineer (Hybrid),BAE Systems,"Hybrid remote in Rome, NY 13441",N/A,"Experience with Java, JavaScript, or a similar language such as C#.
There will be opportunities to work in either Java or Javascript (or both if inclined).",Posted30+ days ago,2022-05-05
749,Principal Software Engineer,M&T Bank,"Buffalo, NY",N/A,"Complete status reports on system changes; present project, status or activity-related information to senior management to ensure their awareness of pertinent…",Posted30+ days ago,2022-05-05
750,Site Reliability Engineer (Server Engineer)- Remote,Broadridge,"Remote in Edgewood, NY+3 locations",N/A,"Understands dependencies between infrastructure components, vendor software, custom software and other parts of the processing stack that support Broadridge…",Posted28 days ago,2022-05-05
751,"Software Engineer Tech Lead / Chapter Lead, Full Stack (Remo...",Even Financial,"Remote in New York, NY+1 location",Estimated $144K - $183K a year,"Lead and mentor a team of engineers to create great products.
5+ years software engineer experience or a strong academic background in computer science.",Posted30+ days ago,2022-05-05
752,Credit Technology – Senior Software Engineer,Kohlberg Kravis Roberts & Co.,"New York, NY 10019 (Midtown area)",Estimated $133K - $168K a year,"Take part in software and architectural development activities.
Strong grasp of software design patterns and effective development methodologies.",Posted23 days ago,2022-05-05
753,Engineer - Java - Assistant Vice President,Deutsche Bank,"New York, NY+2 locations",N/A,"Use of Oracle RDBMS, JMS and similar message busses.
Knowledge on micro service architecture and patterns, understanding on the basic of distributed computing,…",Posted30+ days ago,2022-05-05
754,new,Raymour and Flanigan,"Liverpool, NY 13090",Estimated $83K - $105K a year,"NetDeveloper will also research, design, document, and modify software specifications throughout the production life cycle.
Write clean, scalable code using .",Posted5 days ago,2022-05-05
755,Full Stack Engineer,AppsChopper,"Boston, NY",Estimated $110K - $139K a year,"Architect software and experience the full stack.
Must have an in-depth knowledge of HTML, JS, and Java.
Experience in writing apps for Heroku, AWS, PCF, GCP,…",Posted30+ days ago,2022-05-05
756,Oliver Wyman - Lead Software Engineer (Front End) - United S...,Oliver Wyman Group,"New York, NY 10036 (Midtown area)",N/A,"Travel up to 30% of days to client or OW offices to interface with project teams and OW Digital colleagues.
As a Lead Software Engineer in OW Digital, you’ll be…",Posted30+ days ago,2022-05-05
757,Software Engineer - Microservices & RESTful APIs,Kasisto,"Remote in New York, NY 10010",Estimated $108K - $136K a year,"Experience applying good software design and testing.
Bachelor’s or Master’s Degree in Computer Science or similar degree.
Experience with Java and Python.",Posted13 days ago,2022-05-05
758,new,AT&T,"New York, NY+9 locations",N/A,"Analyze and improve our software development life cycle processes to build data pipelines.
Experience working with Big Data, machine learning systems;…",Posted4 days ago,2022-05-05
759,Electronic Warfare Software Engineer - Senior,LOCKHEED MARTIN CORPORATION,"Owego, NY 13827+1 location",N/A,"Background with software architecture and design.
This individual will be responsible for the technical, cost, and schedule execution of Electronic Warfare…",Posted14 days ago,2022-05-05
760,Software Developer (OBIEE),"NetStrive Consulting, LLC","New York, NY",Estimated $114K - $144K a year,"Bachelor’s degree in computer science, computer information systems, information technology, or.
A combination of education and experience equating to the U.S.…",Posted30+ days ago,2022-05-05
761,.Net Cloud Software Engineer,S&P Global,"Albany, NY 12201+1 location",N/A,"Experience in cloud native development and AWS is a big plus.
Superior knowledge of system architecture, object-oriented design, and design patterns.",Posted30+ days ago,2022-05-05
762,Front-End Web Developer/Designer,Onjax,"Apalachin, NY 13732",N/A,"Experience with writing software related to real estate.
Experience utilizing source control versioning tools such as git or subversion.",Posted30+ days ago,2022-05-05
763,new,DATACOR,"Remote in New York, NY",Estimated $98.7K - $125K a year,"Full understanding of software development lifecycle best practices (Agile/Scrum a plus).
2+ years of professional DevOps experience with gradually increasing…",PostedToday,2022-05-05
764,Automation Engineer,Corning,"Corning, NY 14831",N/A,"Normal Business Hours (8 – 5, M – F), however, expected to work hours required to achieve project objectives.
Familiar with state of the art technologies in the…",Posted30+ days ago,2022-05-05
765,"Software Engineer, Fullstack (Remote)",Even Financial,"Remote in New York, NY+2 locations",Estimated $119K - $150K a year,"3-4+ years of software engineer experience or a strong academic background in computer science.
Collaborate as a member of an engineering team to create great…",Posted23 days ago,2022-05-05
766,new,CBS,"Remote in New York, NY 10036",N/A,"Proficiency in Python or similar high-level programming language.
Build out cloud-based microservices to support video processing workflows.",Posted7 days ago,2022-05-05
767,Programmer Analyst,SVAM International Inc.,"Great Neck, NY 11023 (Great Neck Village area)",Estimated $73.8K - $93.4K a year,"Requires a Bachelor’s Degree in Computer Science, Engineering, or Information Technology, and 2 years of experience in Spring Boot, Java 8, Git, Jenkins,…",Posted30+ days ago,2022-05-05
768,Frontend Engineer II,Lucid,"Remote in New York, NY",N/A,"3+ years of software engineering experience.
The ideal candidate for this role will have 3+ years of hands-on professional software development experience.",Posted9 days ago,2022-05-05
769,Researcher (Research Software Engineer),New York University,"New York, NY 10012 (Greenwich Village area)+1 location",N/A,"Previous experience collaborating on a software project.
We are looking for a full-time software engineer to help build software and tools for collecting,…",Posted30+ days ago,2022-05-05
770,"Flutter Product Manager, iOS and Design Agencies",Google,"Hybrid remote in New York, NY",N/A,Note: Disclosure as required by sb19-085 (8-5-20) of the minimum salary compensation for this role when being hired into our offices in Colorado.,Posted30+ days ago,2022-05-05
771,new,PathSpot,"New York, NY 10006 (Financial District area)",Estimated $83.6K - $106K a year,"Bonus and compensation expansion opportunities through cash and stock options.
As a Web Developer at PathSpot, you’ll lead the development of PathSpot’s data…",Posted7 days ago,2022-05-05
772,new,Thomson Reuters,"Remote in New York, NY 10036+1 location",N/A,"2-3 Years of Experience with object-oriented development experience, Java preferred.
Thomson Reuters Court Management Solutions is the leading provider of…",Posted8 days ago,2022-05-05
773,React Developer - New York City or Minneapolis,U.S. Bank,"New York, NY",N/A,"Strong understanding of project life cycle methodology (PLM) and testing methodologies / procedures.
Participates in iterative/lean software design test-learn…",Posted30+ days ago,2022-05-05
774,Full Stack Engineer,Alloy,"New York, NY+1 location",Estimated $121K - $153K a year,"3-5+ years of experience developing software in a production environment.
Working knowledge of client-side JavaScript (ES6/React), HTML/CSS, Python (Django),…",Posted30+ days ago,2022-05-05
775,new,Etsy,"Remote in Brooklyn, NY 11201+2 locations",Estimated $105K - $133K a year,"Do you find joy in introducing new technology to the codebase, achieving higher test coverage, reducing crashes, and optimizing response time of the app ?",Posted1 day ago,2022-05-05
776,QA Automation Engineer - Risk,Balyasny Asset Management,"New York, NY",Estimated $110K - $139K a year,"5+ years in software QA role.
Help to improve our developer testing processes.
Exposure to software development methodologies and familiar with programming…",Posted30+ days ago,2022-05-05
777,Geometry Software Engineer,nTopology Inc,"Remote in New York, NY+1 location",Estimated $110K - $140K a year,"Integrate software components into a fully functional software system.
Participate in full software development life cycle (SDLC).
It's a Plus If You Also Have.",Posted30+ days ago,2022-05-05
778,Programmer I,NYU Langone,"New York, NY+3 locations",N/A,"The individual must possess the core programming skills and be able to focus on, Python, R, HTML, CSS, SQL,.net, algorithm, c+, java, matlab, php.",Posted30+ days ago,2022-05-05
779,Full Stack Developer,Instinet,"New York, NY",Estimated $112K - $142K a year,"Work within a cross-functional, hybrid team of 5-10 engineers to build and support a wide range of web applications for a mid-sized fintech firm.",Posted30+ days ago,2022-05-05
780,Machine Learning Engineer,GFT Technologies SE,"Remote in New York, NY 10016",Estimated $118K - $149K a year,"Experience working in a team oriented, Agile software engineering environment.
Use statistical and machine learning techniques to create scalable solutions for…",Posted9 days ago,2022-05-05
781,Machine Learning Engineer,Temboo,"New York, NY 10013 (Tribeca area)",Estimated $110K - $140K a year,"Working with other Temboo engineers to implement machine learning algorithms in an efficient manner.
You will be responsible for leveraging and advancing…",Posted30+ days ago,2022-05-05
782,new,Blackboard,"Remote in Buffalo, NY 14201",Estimated $108K - $136K a year,"Broad knowledge of core software development concepts.
Software Engineers learn and practice all aspects of software development including (but not limited to)…",Posted5 days ago,2022-05-05
783,Software Dev Engineer : 22-02183,Akraya Inc.,Remote in New York State+3 locations,Estimated $96.4K - $122K a year,A Computer Science or equivalent technical degree and 2-5 years of relevant experience is required (Preferred).,Posted13 days ago,2022-05-05
784,Software Engineer III,Bank of America,"New York, NY+28 locations",N/A,"Ensures that software is developed to meet functional, non-functional, and compliance requirements.
Application developer for the ARC application in support of…",Posted30+ days ago,2022-05-05
785,new,Cornell University,"Remote in Ithaca, NY 14853",N/A,Bachelor’s degree with 5-7 years of experience working with enterprise applications as well as data and application integrations or an equivalent combination of…,Posted5 days ago,2022-05-05
786,DevOps Support Engineer-Remote,ReedGroup,"Remote in New York, NY",N/A,"Experience with service-oriented and cloud native software architectures.
Experience with secure programming practices, software delivery and cloud security…",Posted30+ days ago,2022-05-05
787,"Director, Software Development",NYC School Construction Authority,"Long Island City, NY 11101",N/A,The SCA is seeking a Director of Software Development to plan and oversee the day-to-day activities for operational and/or administrative matters for the…,Posted26 days ago,2022-05-05
788,"Full Stack Developer, FinOps",Marshall Wace,"New York, NY 10022 (Midtown area)",Estimated $126K - $159K a year,"Support & maintain software built by the team.
Demonstrable project ownership, taking from conception to production.
Responding to and fixing Production issues.",Posted30+ days ago,2022-05-05
789,X-ray and Cryo-EM Application and Methods Development Scient...,MiTeGen LLC,"Ithaca, NY 14850",Estimated $81.1K - $103K a year,"Diffraction and image analysis software.
Biomolecular model building and refinement software.
Uses software tools for simulations and CAD design.",Posted30+ days ago,2022-05-05
790,Backend Engineer,Rivery,"New York, NY 10006 (Financial District area)",Estimated $138K - $175K a year,"Work and collaborate with Software engineers, Architects, Product Managers, and DevOps to create an amazing product.",Posted30+ days ago,2022-05-05
791,Senior Software Engineer in Test,Coupa Software,"New York, NY",Estimated $147K - $186K a year,"We take care of our employees every way we can, with competitive compensation packages, as well as restricted stock units, an Employee Stock Purchase Program …",Posted30+ days ago,2022-05-05
792,"Software Engineer, Analytics Platform Ingestion - Opportunit...",VMware,"Remote in New York, NY+19 locations",N/A,"Participating in all phases of the software development cycle as part of a Scrum team.
Within 180 days (about 6 months) of employment, you will be an expert in…",Posted20 days ago,2022-05-05
793,Lead Software Engineer (remote),Ordermark,"Remote in New York, NY",Estimated $157K - $199K a year,"Extensive software engineering experience with a proven track record of delivering quality software.
Resolves conflicts and sets direction amongst engineers.",Posted15 days ago,2022-05-05
794,new,Saama Technologies Inc,"New York, NY 10001 (Chelsea area)",Estimated $109K - $138K a year," 3-5 year of experience in programming using statistical software SAS or Python.
 Good programming and analytical skills using SAS software.",PostedToday,2022-05-05
795,Frontend Developer,American Physical Society,"Remote in New York, NY",Estimated $90.4K - $114K a year,"Work closely with the IS team to design, develop, and test AWS cloud-solution based upon software specifications, user/business requirements, and design…",Posted30+ days ago,2022-05-05
796,Software Deployment Engineer,The Carlyle Group,"New York, NY 10171 (Midtown area)",Estimated $96.5K - $122K a year,"A successful Software Deployment Engineer should have strong knowledge of scripting principles, on-premise core infrastructure, cloud technologies, and client…",Posted14 days ago,2022-05-05
797,Software Engineer II,Parker Hannifin Corporation,"Hauppauge, NY 11788+1 location",N/A,"3 plus years software development working experience.
Proficiency in “C” software programming.
Develop software designs of moderate scope and complexity by…",Posted30+ days ago,2022-05-05
798,Client Facing Software Engineer,Thought Machine,"New York, NY",Estimated $121K - $153K a year,"Following Agile software delivery framework.
Experience writing commercial or open source software.
Implement helper libraries, tooling and software around…",Posted30+ days ago,2022-05-05
799,Machine Learning Engineer,GFT Technologies SE,"Remote in New York, NY 10016",Estimated $118K - $149K a year,"Experience working in a team oriented, Agile software engineering environment.
Use statistical and machine learning techniques to create scalable solutions for…",Posted9 days ago,2022-05-05
800,"Application Development Engineer, Electronics (E-Mobility)",Momentive,"Waterford, NY",N/A,"Excellent oral and written communication skills.
Additionally, where permitted by law, final candidates may be subject to a background investigation, medical…",Posted30+ days ago,2022-05-05
801,Senior Software Engineer - PHP,VirtualHealth,"Remote in New York, NY",Estimated $133K - $169K a year,"Knowledge of Agile methodology, common architectural patterns, and standard development tools (version control, project tracking, collaboration).",Posted30+ days ago,2022-05-05
802,QA Automation Engineer-Android/Google,Paramount,"New York, NY 10036+1 location",N/A,Work alongside and mentor other test engineers to continuously improve process and provide recommendations into our internal training boot camps.,Posted9 days ago,2022-05-05
803,Software Engineer (Python),EAB,"Remote in New York, NY 10001+1 location",Estimated $110K - $140K a year,"Ability to work with engineers and product management teams in requirements definition, design, and development of software products.",Posted23 days ago,2022-05-05
804,"Quality Automation Engineer, Payments",Vimeo,"Remote in New York, NY",N/A,"The ideal candidate will be a technically savvy critical thinker, with diligence and passion for creating great tests, optimizing coverage, and contributing to…",Posted20 days ago,2022-05-05
805,Drupal Developer,Ennuviz,"New York, NY",Estimated $109K - $137K a year,"Minimum 5 year of software development experience using Drupal.
Real problems and meet real customer needs.
Experience of Drupal workflow design.",Posted21 days ago,2022-05-05
806,Full-Stack Engineer,innovation finance USA,"Fairport, NY 14450",Estimated $94.3K - $119K a year,"Design and build internal systems with maximum performance, reliability, and scalability for our sales, support, and operations teams.",Posted30+ days ago,2022-05-05
807,"Software Engineer, Infrastructure",Notion,"New York, NY+1 location",Estimated $135K - $171K a year,"You have expertise in architecting data models for scalability and developer productivity.
Notion is also committed to providing reasonable accommodations for…",Posted30+ days ago,2022-05-05
808,"Senior Front End Engineer, React - Remote",Medable,"Remote in New York, NY",Estimated $130K - $164K a year,"Basic understanding of server-side CSS pre-processing platforms, such as LESS and SASS.
Proficient understanding of client-side scripting and JavaScript…",Posted30+ days ago,2022-05-05
809,C++ Software Engineer in Test,Rockstar Games,"New York, NY 10012 (SoHo area)+4 locations",Estimated $96.6K - $122K a year,"Working experience using automated testing software.
Experience with test case management software.
Solid understanding of bug reporting software.",Posted30+ days ago,2022-05-05
810,DevOps Engineer,Boost Insurance Agency,"Remote in New York, NY",Estimated $123K - $155K a year,"Continue to keep the lights on (day-to-day administration).
As the DevOps engineer, you will be responsible for designing, implementing, and maintaining our AWS…",Posted22 days ago,2022-05-05
811,Contractor Java Tech Lead,Auto TechLabs Inc.,"White Plains, NY 10604+1 location",Estimated $126K - $160K a year,"8+years experience in java software development and demonstrating increasing levels of responsibility.
The Technical Lead is responsible for the overall design,…",Posted30+ days ago,2022-05-05
